path,box,environment,fingers_presence
replay_0645.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[251.87, 435.61], [714.32, 249.81], [712.26, 1030.19], [274.58, 1009.55]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0646.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[140.39, 472.77], [722.58, 433.55], [867.1, 827.87], [175.48, 875.35]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0647.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[320.0, 311.74], [706.06, 16.52], [569.81, 1030.19], [260.13, 1024.0]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0648.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[258.06, 470.71], [708.13, 311.74], [883.61, 1100.39], [229.16, 1090.06]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0649.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[454.19, 472.77], [790.71, 390.19], [675.1, 1046.71], [386.06, 1007.48]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0650.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[210.58, 524.39], [720.52, 336.52], [910.45, 1187.1], [198.19, 1189.16]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0651.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[208.52, 371.61], [580.13, 286.97], [765.94, 1026.06], [363.35, 1189.16]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0652.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[272.52, 522.32], [551.23, 326.19], [567.74, 784.52], [286.97, 803.1]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0653.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[291.1, 563.61], [813.42, 206.45], [796.9, 1081.81], [266.32, 1050.84]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0654.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[350.97, 214.71], [724.65, 68.13], [530.58, 1108.65], [169.29, 1046.71]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0655.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[291.1, 460.39], [615.23, 328.26], [776.26, 918.71], [268.39, 955.87]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0656.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[231.23, 483.1], [697.81, 295.23], [565.68, 1048.77], [220.9, 1015.74]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0657.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[334.45, 280.77], [648.26, 291.1], [642.06, 910.45], [293.16, 898.06]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0658.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[76.39, 417.03], [569.81, 169.29], [883.61, 887.74], [235.35, 1116.9]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0659.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[125.94, 532.65], [722.58, 262.19], [582.19, 970.32], [158.97, 957.94]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0660.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[165.16, 270.45], [768.0, 235.35], [718.45, 1061.16], [134.19, 1036.39]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0661.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[187.87, 249.81], [658.58, 245.68], [792.77, 1073.55], [163.1, 1042.58]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0662.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[194.06, 359.23], [772.13, 194.06], [755.61, 1129.29], [245.68, 1114.84]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0663.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[235.35, 452.13], [708.13, 286.97], [718.45, 962.06], [262.19, 980.65]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0664.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[125.94, 369.55], [712.26, 286.97], [765.94, 966.19], [187.87, 1024.0]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0665.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[297.29, 268.39], [724.65, 270.45], [774.19, 999.23], [272.52, 997.16]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0666.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[214.71, 227.1], [842.32, 152.77], [637.94, 1112.77], [142.45, 1026.06]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0667.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[260.13, 260.13], [805.16, 249.81], [768.0, 1067.35], [268.39, 1063.23]], ""image_width"": 960, ""image_height"": 1280}",,fingers
replay_0668.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[361.29, 336.52], [790.71, 437.68], [708.13, 1001.29], [305.55, 949.68]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0669.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[192.0, 249.81], [749.42, 156.9], [817.55, 1079.74], [264.26, 1083.87]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0670.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[216.77, 237.42], [772.13, 365.42], [633.81, 984.77], [260.13, 945.55]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0671.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[202.32, 414.97], [596.65, 357.16], [662.71, 962.06], [264.26, 1028.13]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0672.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[237.42, 227.1], [619.35, 264.26], [588.39, 898.06], [270.45, 834.06]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0673.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[185.81, 206.45], [710.19, 293.16], [737.03, 1176.77], [218.84, 1106.58]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0674.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[313.81, 282.84], [753.55, 249.81], [741.16, 1015.74], [332.39, 957.94]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0675.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[245.68, 317.94], [745.29, 82.58], [576.0, 1094.19], [156.9, 1009.55]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0676.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[359.23, 115.61], [749.42, 227.1], [846.45, 900.13], [315.87, 842.32]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0677.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[299.35, 367.48], [633.81, 189.94], [664.77, 838.19], [237.42, 796.9]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0678.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[225.03, 245.68], [650.32, 247.74], [677.16, 1017.81], [262.19, 1085.94]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0679.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[330.32, 429.42], [770.06, 392.26], [755.61, 1114.84], [278.71, 1067.35]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0680.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[334.45, 245.68], [743.23, 282.84], [829.94, 1015.74], [278.71, 945.55]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0681.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[202.32, 177.55], [813.42, 144.52], [699.87, 1125.16], [80.52, 1054.97]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0682.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[286.97, 569.81], [741.16, 569.81], [805.16, 1005.42], [136.26, 1067.35]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0683.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[138.32, 130.06], [718.45, 103.23], [679.23, 1048.77], [140.39, 1110.71]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0684.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[220.9, 140.39], [813.42, 344.77], [714.32, 1046.71], [132.13, 926.97]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0685.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[194.06, 266.32], [749.42, 57.81], [660.65, 1118.97], [138.32, 1098.32]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0686.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[115.61, 293.16], [505.81, 270.45], [573.94, 1141.68], [165.16, 1185.03]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0687.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[235.35, 99.1], [790.71, 189.94], [732.9, 1176.77], [218.84, 1096.26]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0688.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[158.97, 229.16], [555.35, 55.74], [749.42, 1015.74], [280.77, 1083.87]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0689.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[289.03, 408.77], [681.29, 332.39], [606.97, 1152.0], [167.23, 1057.03]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0690.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[183.74, 194.06], [609.03, 192.0], [625.55, 1121.03], [220.9, 1090.06]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0691.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[336.52, 206.45], [805.16, 200.26], [741.16, 1032.26], [338.58, 1005.42]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0692.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[249.81, 171.35], [602.84, 167.23], [629.68, 960.0], [274.58, 943.48]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0693.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[408.77, 350.97], [765.94, 344.77], [716.39, 988.9], [406.71, 960.0]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0694.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[156.9, 282.84], [813.42, 266.32], [782.45, 1042.58], [183.74, 1036.39]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0695.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[202.32, 185.81], [660.65, 152.77], [637.94, 1052.9], [274.58, 1048.77]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0696.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[266.32, 156.9], [625.55, 163.1], [594.58, 960.0], [266.32, 943.48]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0697.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[220.9, 326.19], [842.32, 342.71], [790.71, 1083.87], [280.77, 1077.68]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0698.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[156.9, 204.39], [701.94, 229.16], [675.1, 933.16], [206.45, 922.84]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0699.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[192.0, 439.74], [706.06, 258.06], [691.61, 1038.45], [262.19, 1059.1]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0700.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[307.61, 305.55], [745.29, 313.81], [724.65, 906.32], [328.26, 877.42]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0701.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[260.13, 313.81], [885.68, 189.94], [761.81, 1149.94], [231.23, 1106.58]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0702.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[206.45, 307.61], [782.45, 181.68], [712.26, 1083.87], [202.32, 1059.1]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0703.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[243.61, 425.29], [706.06, 474.84], [695.74, 1040.52], [152.77, 1026.06]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0704.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[231.23, 295.23], [668.9, 408.77], [805.16, 1032.26], [125.94, 974.45]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0705.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[260.13, 483.1], [662.71, 435.61], [761.81, 1015.74], [206.45, 912.52]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0706.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[357.16, 313.81], [788.65, 233.29], [611.1, 1158.19], [270.45, 1141.68]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0707.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[198.19, 326.19], [604.9, 338.58], [687.48, 1114.84], [150.71, 1077.68]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0708.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[289.03, 266.32], [656.52, 268.39], [745.29, 929.03], [299.35, 877.42]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0709.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[251.87, 146.58], [710.19, 146.58], [602.84, 1164.39], [225.03, 1125.16]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0710.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[210.58, 353.03], [734.97, 295.23], [722.58, 1081.81], [163.1, 1085.94]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0711.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[253.94, 94.97], [836.13, 30.97], [873.29, 1104.52], [274.58, 1073.55]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0712.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[249.81, 270.45], [918.71, 119.74], [730.84, 1135.48], [249.81, 1075.61]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0713.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[167.23, 225.03], [782.45, 212.65], [710.19, 1075.61], [194.06, 974.45]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0714.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[59.87, 206.45], [834.06, 119.74], [811.35, 1028.13], [189.94, 999.23]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0715.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[204.39, 303.48], [701.94, 105.29], [675.1, 1015.74], [237.42, 964.13]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0716.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[82.58, 241.55], [955.87, 400.52], [813.42, 761.81], [173.42, 670.97]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
