path,box,environment,fingers_presence
replay_0746.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[264.26, 528.52], [796.9, 499.61], [776.26, 807.23], [266.32, 832.0]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0747.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[305.55, 216.77], [813.42, 144.52], [755.61, 896.0], [326.19, 918.71]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0748.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[377.81, 322.06], [722.58, 324.13], [778.32, 796.9], [359.23, 755.61]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0749.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[222.97, 367.48], [596.65, 359.23], [551.23, 904.26], [225.03, 881.55]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0750.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[317.94, 332.39], [745.29, 268.39], [790.71, 999.23], [289.03, 1024.0]], ""image_width"": 960, ""image_height"": 1280}",outdoor,without_fingers
replay_0751.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[443.87, 540.9], [743.23, 493.42], [753.55, 968.26], [445.94, 974.45]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0752.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[225.03, 334.45], [668.9, 239.48], [679.23, 1013.68], [311.74, 1015.74]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0753.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[328.26, 526.45], [677.16, 464.52], [679.23, 976.52], [365.42, 1036.39]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0754.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[363.35, 309.68], [745.29, 264.26], [753.55, 916.65], [408.77, 908.39]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0755.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[148.65, 235.35], [687.48, 185.81], [660.65, 982.71], [165.16, 980.65]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0756.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[189.94, 425.29], [757.68, 371.61], [642.06, 1149.94], [237.42, 1114.84]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0757.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[291.1, 384.0], [728.77, 441.81], [701.94, 1040.52], [330.32, 1030.19]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0758.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[146.58, 272.52], [660.65, 169.29], [737.03, 1071.48], [276.65, 1085.94]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0759.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[286.97, 266.32], [829.94, 245.68], [706.06, 1088.0], [284.9, 1061.16]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0760.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[311.74, 505.81], [724.65, 464.52], [652.39, 1026.06], [332.39, 1083.87]], ""image_width"": 960, ""image_height"": 1280}",outdoor,without_fingers
replay_0761.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[330.32, 311.74], [811.35, 309.68], [780.39, 1114.84], [363.35, 1102.45]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0762.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[256.0, 115.61], [819.61, 144.52], [825.81, 1149.94], [303.48, 1170.58]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0763.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[206.45, 340.65], [602.84, 301.42], [629.68, 945.55], [214.71, 978.58]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0764.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[167.23, 289.03], [673.03, 266.32], [660.65, 1026.06], [189.94, 1042.58]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0765.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[235.35, 189.94], [606.97, 245.68], [640.0, 869.16], [276.65, 893.94]], ""image_width"": 960, ""image_height"": 1280}",outdoor,without_fingers
replay_0766.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[272.52, 243.61], [666.84, 324.13], [782.45, 1166.45], [353.03, 1203.61]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0767.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[284.9, 375.74], [770.06, 326.19], [790.71, 780.39], [320.0, 813.42]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0768.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[404.65, 247.74], [879.48, 297.29], [749.42, 949.68], [324.13, 931.1]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0769.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[305.55, 365.42], [788.65, 270.45], [712.26, 933.16], [320.0, 887.74]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0770.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[276.65, 305.55], [747.35, 293.16], [747.35, 986.84], [293.16, 986.84]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0771.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[309.68, 289.03], [765.94, 260.13], [792.77, 976.52], [353.03, 974.45]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0772.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[410.84, 353.03], [745.29, 357.16], [712.26, 939.35], [315.87, 848.52]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0773.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[256.0, 239.48], [823.74, 276.65], [739.1, 1085.94], [233.29, 993.03]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0774.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[386.06, 286.97], [821.68, 249.81], [774.19, 951.74], [264.26, 906.32]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0775.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[317.94, 282.84], [770.06, 229.16], [780.39, 941.42], [377.81, 918.71]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0776.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[66.06, 408.77], [724.65, 452.13], [695.74, 825.81], [51.61, 809.29]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0777.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[245.68, 177.55], [763.87, 156.9], [763.87, 867.1], [225.03, 865.03]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0778.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[163.1, 270.45], [668.9, 212.65], [691.61, 1050.84], [233.29, 1100.39]], ""image_width"": 960, ""image_height"": 1280}",,
replay_0779.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[239.48, 78.45], [734.97, 43.35], [877.42, 922.84], [456.26, 1005.42]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0780.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[381.94, 384.0], [817.55, 344.77], [741.16, 1048.77], [313.81, 1017.81]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0781.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[357.16, 481.03], [763.87, 458.32], [887.74, 1054.97], [388.13, 1069.42]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0782.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[384.0, 218.84], [819.61, 206.45], [792.77, 982.71], [386.06, 978.58]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0783.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[111.48, 297.29], [887.74, 353.03], [832.0, 805.16], [105.29, 792.77]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0784.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[309.68, 291.1], [712.26, 299.35], [693.68, 848.52], [328.26, 817.55]], ""image_width"": 960, ""image_height"": 1280}",outdoor,without_fingers
replay_0785.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[247.74, 299.35], [660.65, 206.45], [807.23, 941.42], [433.55, 993.03]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0786.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[253.94, 307.61], [654.45, 208.52], [792.77, 949.68], [448.0, 1003.35]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0787.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[280.77, 322.06], [813.42, 340.65], [749.42, 852.65], [377.81, 883.61]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0788.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[297.29, 210.58], [817.55, 171.35], [801.03, 999.23], [332.39, 914.58]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0789.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[229.16, 253.94], [854.71, 204.39], [910.45, 858.84], [320.0, 943.48]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0790.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[400.52, 189.94], [792.77, 165.16], [807.23, 1015.74], [450.06, 1032.26]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0791.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[305.55, 142.45], [889.81, 258.06], [780.39, 1013.68], [208.52, 935.23]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0792.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[243.61, 357.16], [743.23, 303.48], [848.52, 1028.13], [353.03, 1063.23]], ""image_width"": 960, ""image_height"": 1280}",outdoor,without_fingers
replay_0793.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[258.06, 396.39], [953.81, 371.61], [957.94, 908.39], [266.32, 922.84]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0794.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[231.23, 295.23], [811.35, 264.26], [862.97, 1071.48], [301.42, 1067.35]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0795.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[315.87, 381.94], [807.23, 303.48], [873.29, 980.65], [344.77, 980.65]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0796.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[260.13, 355.1], [749.42, 338.58], [784.52, 1009.55], [315.87, 995.1]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0797.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[179.61, 371.61], [687.48, 309.68], [796.9, 1017.81], [320.0, 1061.16]], ""image_width"": 960, ""image_height"": 1280}",outdoor,fingers
replay_0798.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[119.74, 406.71], [883.61, 450.06], [821.68, 898.06], [113.55, 836.13]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0799.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[375.74, 231.23], [829.94, 222.97], [819.61, 1046.71], [353.03, 1061.16]], ""image_width"": 960, ""image_height"": 1280}",outdoor,without_fingers
replay_0800.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[388.13, 258.06], [898.06, 258.06], [933.16, 986.84], [400.52, 1013.68]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0801.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[350.97, 256.0], [815.48, 165.16], [924.9, 885.68], [452.13, 968.26]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0802.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[433.55, 313.81], [912.52, 326.19], [865.03, 984.77], [448.0, 957.94]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0803.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[262.19, 152.77], [877.42, 24.77], [949.68, 945.55], [425.29, 1036.39]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0804.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[507.87, 489.29], [815.48, 470.71], [798.97, 862.97], [540.9, 871.23]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0805.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[353.03, 326.19], [706.06, 334.45], [772.13, 860.9], [427.35, 865.03]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0806.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[518.19, 192.0], [877.42, 154.84], [850.58, 739.1], [499.61, 753.55]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0807.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[398.45, 311.74], [743.23, 284.9], [699.87, 1024.0], [394.32, 1013.68]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0808.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[156.9, 324.13], [951.74, 439.74], [881.55, 947.61], [78.45, 844.39]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0809.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[386.06, 307.61], [846.45, 355.1], [829.94, 939.35], [334.45, 986.84]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0810.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[258.06, 375.74], [685.42, 241.55], [869.16, 1030.19], [344.77, 1129.29]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0811.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[276.65, 324.13], [745.29, 293.16], [801.03, 945.55], [348.9, 1036.39]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0812.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[315.87, 317.94], [854.71, 189.94], [885.68, 945.55], [408.77, 945.55]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0813.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[229.16, 394.32], [743.23, 363.35], [755.61, 1013.68], [286.97, 1030.19]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0814.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[152.77, 421.16], [871.23, 507.87], [817.55, 922.84], [92.9, 862.97]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0815.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[297.29, 361.29], [718.45, 365.42], [737.03, 1061.16], [332.39, 1042.58]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0816.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[260.13, 396.39], [730.84, 350.97], [757.68, 1030.19], [278.71, 1036.39]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0817.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[330.32, 330.32], [798.97, 332.39], [753.55, 1009.55], [340.65, 945.55]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0818.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[278.71, 185.81], [854.71, 169.29], [811.35, 1205.68], [338.58, 1168.52]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0819.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[350.97, 179.61], [803.1, 179.61], [854.71, 1168.52], [394.32, 1185.03]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0820.jpeg,,indoor,without_fingers
replay_0821.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[161.03, 189.94], [749.42, 171.35], [848.52, 1040.52], [299.35, 1100.39]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0822.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[289.03, 253.94], [784.52, 204.39], [883.61, 1216.0], [402.58, 1199.48]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0823.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[322.06, 373.68], [759.74, 386.06], [737.03, 1019.87], [334.45, 1034.32]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0824.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[402.58, 394.32], [755.61, 392.26], [741.16, 935.23], [381.94, 898.06]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0825.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[441.81, 233.29], [832.0, 276.65], [836.13, 997.16], [435.61, 974.45]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0826.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[249.81, 398.45], [704.0, 381.94], [730.84, 949.68], [299.35, 970.32]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0827.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[375.74, 402.58], [726.71, 398.45], [693.68, 1063.23], [439.74, 1077.68]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0828.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[243.61, 256.0], [858.84, 218.84], [840.26, 997.16], [307.61, 1030.19]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0829.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[272.52, 322.06], [782.45, 262.19], [739.1, 931.1], [305.55, 937.29]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0830.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[49.55, 274.58], [832.0, 187.87], [838.19, 695.74], [107.35, 796.9]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0831.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[150.71, 49.55], [745.29, 41.29], [832.0, 896.0], [233.29, 949.68]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0832.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[84.65, 367.48], [679.23, 320.0], [637.94, 980.65], [185.81, 1026.06]], ""image_width"": 960, ""image_height"": 1280}",indoor,fingers
replay_0833.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[229.16, 200.26], [741.16, 204.39], [821.68, 838.19], [315.87, 823.74]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0834.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[235.35, 334.45], [701.94, 227.1], [778.32, 836.13], [355.1, 889.81]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
replay_0835.jpeg,"{""label"": ""receipt"", ""shape_type"": ""polygon"", ""points"": [[237.42, 338.58], [689.55, 295.23], [701.94, 900.13], [270.45, 920.77]], ""image_width"": 960, ""image_height"": 1280}",indoor,without_fingers
